scroll_id,dag_depth,complexity,fork_score,unit_type,latency_ms,energy_w,timestamp
scroll_00288,6,0.78,4.68,platoon,1.194,0.0182,2025-04-16T10:34:07.971046
scroll_00289,4,0.71,2.84,fireteam,0.943,0.0134,2024-05-17T10:34:07.971056
scroll_00290,5,0.75,3.75,squad,0.952,0.017,2025-02-10T10:34:07.971066
scroll_00291,4,0.73,2.92,fireteam,0.931,0.014,2024-08-26T10:34:07.971076
scroll_00292,6,0.61,3.66,squad,1.015,0.0169,2024-12-14T10:34:07.971100
scroll_00293,2,0.74,1.48,sniper_pair,0.711,0.0125,2024-07-23T10:34:07.971129
scroll_00294,6,0.93,5.58,company,1.484,0.0206,2024-06-23T10:34:07.971151
scroll_00295,5,0.68,3.4000000000000004,fireteam,0.942,0.0146,2025-02-22T10:34:07.971169
scroll_00296,5,0.6,3.0,fireteam,0.954,0.014,2024-10-06T10:34:07.971189
scroll_00297,2,0.48,0.96,sniper_pair,0.778,0.0141,2024-08-07T10:34:07.971200
scroll_00298,2,0.59,1.18,sniper_pair,0.746,0.0125,2024-11-22T10:34:07.971210
scroll_00299,2,0.49,0.98,sniper_pair,0.86,0.0119,2024-07-13T10:34:07.971221
scroll_00300,3,0.9,2.7,fireteam,0.855,0.015,2025-04-24T10:34:07.971231
scroll_00301,3,0.57,1.71,sniper_pair,0.812,0.0112,2024-10-07T10:34:07.971242
scroll_00302,5,0.49,2.45,sniper_pair,0.772,0.0127,2024-12-18T10:34:07.971252
scroll_00303,3,0.98,2.94,fireteam,0.817,0.0139,2025-01-11T10:34:07.971262
scroll_00304,2,0.74,1.48,sniper_pair,0.736,0.012,2024-07-19T10:34:07.971272
scroll_00305,5,0.48,2.4,sniper_pair,0.855,0.0117,2024-11-12T10:34:07.971282
scroll_00306,6,0.93,5.58,company,1.488,0.021,2024-06-24T10:34:07.971293
scroll_00307,4,0.84,3.36,fireteam,0.888,0.0149,2024-12-30T10:34:07.971303
scroll_00308,5,0.54,2.7,fireteam,0.978,0.0131,2024-07-31T10:34:07.971313
scroll_00309,6,0.48,2.88,fireteam,0.891,0.014,2025-01-12T10:34:07.971325
scroll_00310,4,0.83,3.32,fireteam,1.002,0.0143,2024-06-06T10:34:07.971340
scroll_00311,5,0.48,2.4,sniper_pair,0.74,0.0096,2024-07-30T10:34:07.971357
scroll_00312,4,0.93,3.72,squad,0.991,0.0158,2024-05-17T10:34:07.971376
scroll_00313,4,0.58,2.32,sniper_pair,0.89,0.0106,2025-05-08T10:34:07.971395
scroll_00314,3,0.72,2.16,sniper_pair,0.814,0.0113,2025-03-01T10:34:07.971419
scroll_00315,3,0.65,1.9500000000000002,sniper_pair,0.843,0.0119,2024-06-16T10:34:07.971429
scroll_00316,6,0.95,5.699999999999999,company,1.524,0.0201,2024-09-07T10:34:07.971440
scroll_00317,3,0.52,1.56,sniper_pair,0.8,0.0133,2024-08-06T10:34:07.971450
scroll_00318,4,0.76,3.04,fireteam,0.994,0.016,2024-08-24T10:34:07.971461
scroll_00319,6,0.92,5.5200000000000005,company,1.577,0.0181,2025-03-06T10:34:07.971474
scroll_00320,2,0.79,1.58,sniper_pair,0.868,0.0107,2024-08-06T10:34:07.971494
scroll_00321,2,0.86,1.72,sniper_pair,0.757,0.0129,2024-09-12T10:34:07.971505
scroll_00322,6,0.95,5.699999999999999,company,1.51,0.0198,2025-03-18T10:34:07.971515
scroll_00323,4,0.63,2.52,fireteam,0.908,0.0126,2024-11-07T10:34:07.971525
scroll_00324,4,0.82,3.28,fireteam,1.007,0.015,2024-05-19T10:34:07.971536
scroll_00325,3,0.45,1.35,sniper_pair,0.893,0.0118,2025-02-22T10:34:07.971546
scroll_00326,5,0.84,4.2,squad,0.978,0.0174,2024-12-11T10:34:07.971557
scroll_00327,6,0.43,2.58,fireteam,0.892,0.0145,2024-07-26T10:34:07.971568
scroll_00328,2,0.41,0.82,sniper_pair,0.856,0.0133,2024-05-23T10:34:07.971582
scroll_00329,4,0.61,2.44,sniper_pair,0.836,0.0104,2025-01-21T10:34:07.971593
scroll_00330,4,0.72,2.88,fireteam,0.95,0.0141,2024-09-12T10:34:07.971603
scroll_00331,2,0.97,1.94,sniper_pair,0.811,0.0131,2025-03-08T10:34:07.971613
scroll_00332,3,0.51,1.53,sniper_pair,0.724,0.0118,2025-03-08T10:34:07.971624
scroll_00333,6,0.74,4.4399999999999995,squad,1.002,0.0187,2024-07-03T10:34:07.971634
scroll_00334,2,0.98,1.96,sniper_pair,0.793,0.0121,2025-04-30T10:34:07.971645
scroll_00335,4,0.57,2.28,sniper_pair,0.816,0.0125,2024-11-19T10:34:07.971655
scroll_00336,6,0.99,5.9399999999999995,company,1.578,0.0209,2024-08-29T10:34:07.971665
scroll_00337,2,0.96,1.92,sniper_pair,0.803,0.0108,2025-01-26T10:34:07.971675
scroll_00338,4,0.98,3.92,squad,1.034,0.0163,2024-05-18T10:34:07.971686
scroll_00339,3,0.54,1.62,sniper_pair,0.8,0.0116,2024-07-20T10:34:07.971696
scroll_00340,6,0.49,2.94,fireteam,0.865,0.0146,2024-11-15T10:34:07.971714
scroll_00341,6,0.86,5.16,platoon,1.23,0.0198,2025-01-28T10:34:07.971731
scroll_00342,5,0.91,4.55,platoon,1.282,0.0202,2025-01-24T10:34:07.971741
scroll_00343,3,0.41,1.23,sniper_pair,0.843,0.0124,2024-12-06T10:34:07.971751
scroll_00344,5,0.88,4.4,squad,0.991,0.018,2025-05-01T10:34:07.971762
scroll_00345,3,0.68,2.04,sniper_pair,0.923,0.0133,2024-06-02T10:34:07.971772
scroll_00346,3,0.48,1.44,sniper_pair,0.784,0.0123,2024-07-10T10:34:07.971783
scroll_00347,2,0.65,1.3,sniper_pair,0.9,0.0109,2025-04-08T10:34:07.971797
scroll_00348,3,0.54,1.62,sniper_pair,0.734,0.0112,2024-07-01T10:34:07.971807
scroll_00349,3,0.82,2.46,sniper_pair,0.71,0.0119,2024-09-12T10:34:07.971818
scroll_00350,3,0.83,2.4899999999999998,sniper_pair,0.754,0.0107,2024-11-05T10:34:07.971828
scroll_00351,6,0.49,2.94,fireteam,1.016,0.0147,2025-03-09T10:34:07.971838
scroll_00352,6,0.78,4.68,platoon,1.207,0.0198,2025-02-11T10:34:07.971849
scroll_00353,2,0.53,1.06,sniper_pair,0.736,0.0118,2024-10-23T10:34:07.971861
scroll_00354,4,0.56,2.24,sniper_pair,0.757,0.0111,2025-01-22T10:34:07.971872
scroll_00355,4,0.66,2.64,fireteam,0.919,0.0153,2025-02-03T10:34:07.971882
scroll_00356,2,0.52,1.04,sniper_pair,0.824,0.0122,2024-08-13T10:34:07.971892
scroll_00357,3,0.63,1.8900000000000001,sniper_pair,0.831,0.0122,2025-04-12T10:34:07.971902
scroll_00358,6,0.52,3.12,fireteam,0.906,0.0142,2024-08-07T10:34:07.971912
scroll_00359,6,0.55,3.3000000000000003,fireteam,0.953,0.0131,2025-02-06T10:34:07.971923
scroll_00360,6,0.89,5.34,platoon,1.295,0.0179,2024-07-05T10:34:07.971933
scroll_00361,5,0.72,3.5999999999999996,squad,1.005,0.017,2025-02-06T10:34:07.971944
scroll_00362,6,0.99,5.9399999999999995,company,1.457,0.0188,2025-04-01T10:34:07.971954
scroll_00363,3,0.73,2.19,sniper_pair,0.767,0.0104,2025-04-14T10:34:07.971965
scroll_00364,5,0.64,3.2,fireteam,0.825,0.0148,2024-11-22T10:34:07.971976
scroll_00365,2,0.76,1.52,sniper_pair,0.861,0.0118,2025-01-19T10:34:07.971989
scroll_00366,2,0.77,1.54,sniper_pair,0.749,0.0122,2025-03-31T10:34:07.972001
scroll_00367,2,0.86,1.72,sniper_pair,0.8,0.0137,2024-10-24T10:34:07.972019
scroll_00368,5,0.41,2.05,sniper_pair,0.787,0.0116,2024-12-11T10:34:07.972042
scroll_00369,5,0.88,4.4,squad,0.949,0.0168,2024-10-04T10:34:07.972053
scroll_00370,3,0.4,1.2000000000000002,sniper_pair,0.807,0.0123,2025-02-18T10:34:07.972064
scroll_00371,4,0.95,3.8,squad,1.037,0.0179,2025-01-26T10:34:07.972074
scroll_00372,2,0.8,1.6,sniper_pair,0.86,0.0113,2025-02-04T10:34:07.972084
scroll_00373,2,0.91,1.82,sniper_pair,0.781,0.0125,2024-05-27T10:34:07.972095
scroll_00374,3,0.77,2.31,sniper_pair,0.775,0.0124,2025-04-18T10:34:07.972105
scroll_00375,2,0.88,1.76,sniper_pair,0.742,0.0105,2025-04-13T10:34:07.972115
scroll_00376,2,0.44,0.88,sniper_pair,0.837,0.01,2024-09-17T10:34:07.972125
scroll_00377,4,0.6,2.4,sniper_pair,0.815,0.0136,2025-02-23T10:34:07.972136
scroll_00378,2,0.92,1.84,sniper_pair,0.774,0.0117,2024-09-12T10:34:07.972147
scroll_00379,2,0.86,1.72,sniper_pair,0.796,0.0124,2024-07-02T10:34:07.972157
scroll_00380,5,0.96,4.8,platoon,1.206,0.0182,2025-04-01T10:34:07.972167
scroll_00381,2,0.54,1.08,sniper_pair,0.724,0.0115,2024-05-29T10:34:07.972177
scroll_00382,4,0.65,2.6,fireteam,0.835,0.0129,2025-04-13T10:34:07.972188
scroll_00383,3,0.47,1.41,sniper_pair,0.88,0.0129,2024-12-24T10:34:07.972211
scroll_00384,3,0.99,2.9699999999999998,fireteam,0.97,0.013,2024-08-21T10:34:07.972235
scroll_00385,4,0.58,2.32,sniper_pair,0.874,0.0097,2025-04-12T10:34:07.972245
scroll_00386,2,0.92,1.84,sniper_pair,0.83,0.0132,2025-04-04T10:34:07.972256
scroll_00387,4,0.64,2.56,fireteam,0.912,0.0157,2025-03-13T10:34:07.972266
scroll_00388,3,0.61,1.83,sniper_pair,0.823,0.0129,2024-11-23T10:34:07.972277
scroll_00389,5,0.44,2.2,sniper_pair,0.824,0.0105,2025-04-20T10:34:07.972288
scroll_00390,3,0.53,1.59,sniper_pair,0.851,0.0114,2024-06-13T10:34:07.972298
scroll_00391,6,0.95,5.699999999999999,company,1.611,0.0212,2025-03-07T10:34:07.972308
scroll_00392,2,0.63,1.26,sniper_pair,0.82,0.0126,2025-03-06T10:34:07.972318
scroll_00393,4,0.67,2.68,fireteam,0.885,0.015,2024-12-27T10:34:07.972329
scroll_00394,5,0.6,3.0,fireteam,0.832,0.0152,2025-01-13T10:34:07.972339
scroll_00395,5,0.87,4.35,squad,0.982,0.0165,2025-03-17T10:34:07.972350
scroll_00396,3,0.88,2.64,fireteam,0.944,0.0141,2025-04-24T10:34:07.972360
scroll_00397,3,0.53,1.59,sniper_pair,0.808,0.0108,2025-03-10T10:34:07.972371
scroll_00398,5,0.74,3.7,squad,0.947,0.0153,2024-11-09T10:34:07.972381
scroll_00399,2,0.7,1.4,sniper_pair,0.872,0.0131,2025-03-09T10:34:07.972391
scroll_00400,5,0.48,2.4,sniper_pair,0.767,0.0128,2025-02-14T10:34:07.972401
scroll_00401,6,0.92,5.5200000000000005,company,1.475,0.0202,2024-09-13T10:34:07.972414
scroll_00402,4,0.7,2.8,fireteam,0.816,0.0149,2024-05-23T10:34:07.972609
scroll_00403,5,0.42,2.1,sniper_pair,0.847,0.0108,2025-05-10T10:34:07.972628
scroll_00404,2,0.72,1.44,sniper_pair,0.814,0.0126,2025-04-09T10:34:07.972644
scroll_00405,4,0.74,2.96,fireteam,0.986,0.0144,2024-12-07T10:34:07.972660
scroll_00406,2,0.93,1.86,sniper_pair,0.734,0.0117,2025-02-21T10:34:07.972676
scroll_00407,4,0.79,3.16,fireteam,0.925,0.0139,2024-10-11T10:34:07.972692
scroll_00408,4,0.58,2.32,sniper_pair,0.826,0.0122,2024-05-23T10:34:07.972708
scroll_00409,3,0.93,2.79,fireteam,0.892,0.0141,2024-07-03T10:34:07.972726
scroll_00410,3,0.7,2.0999999999999996,sniper_pair,0.701,0.0123,2024-08-31T10:34:07.972742
scroll_00411,6,0.77,4.62,platoon,1.237,0.0196,2024-12-17T10:34:07.972758
scroll_00412,5,0.91,4.55,platoon,1.166,0.0181,2024-07-18T10:34:07.972776
scroll_00413,5,0.5,2.5,fireteam,0.897,0.0137,2024-07-01T10:34:07.972792
scroll_00414,4,0.85,3.4,fireteam,0.816,0.0164,2024-05-16T10:34:07.972808
scroll_00415,3,0.71,2.13,sniper_pair,0.837,0.0118,2025-04-06T10:34:07.972823
scroll_00416,3,0.83,2.4899999999999998,sniper_pair,0.732,0.0121,2024-09-23T10:34:07.972839
scroll_00417,3,0.79,2.37,sniper_pair,0.786,0.0114,2024-10-15T10:34:07.972856
scroll_00418,6,0.76,4.5600000000000005,platoon,1.267,0.0181,2024-09-06T10:34:07.972874
scroll_00419,4,0.74,2.96,fireteam,0.869,0.0131,2025-03-29T10:34:07.972890
scroll_00420,3,0.66,1.98,sniper_pair,0.921,0.0118,2025-01-21T10:34:07.972907
scroll_00421,5,0.43,2.15,sniper_pair,0.759,0.0133,2024-08-25T10:34:07.972923
scroll_00422,4,0.42,1.68,sniper_pair,0.756,0.0126,2024-08-11T10:34:07.972939
scroll_00423,4,0.54,2.16,sniper_pair,0.795,0.0139,2024-09-10T10:34:07.972955
scroll_00424,5,0.67,3.35,fireteam,0.916,0.0146,2025-05-06T10:34:07.972971
scroll_00425,4,0.95,3.8,squad,0.985,0.0174,2024-06-22T10:34:07.972987
scroll_00426,3,0.87,2.61,fireteam,0.92,0.015,2024-11-14T10:34:07.973007
scroll_00427,6,0.91,5.46,platoon,1.181,0.0195,2024-08-21T10:34:07.973024
scroll_00428,2,0.63,1.26,sniper_pair,0.839,0.0119,2024-06-09T10:34:07.973040
scroll_00429,6,0.46,2.7600000000000002,fireteam,1.02,0.0139,2025-03-02T10:34:07.973056
scroll_00430,2,0.68,1.36,sniper_pair,0.683,0.0124,2024-12-17T10:34:07.973073
scroll_00431,4,0.49,1.96,sniper_pair,0.827,0.0093,2025-03-24T10:34:07.973092
scroll_00432,4,0.63,2.52,fireteam,0.888,0.0125,2024-10-24T10:34:07.973105
scroll_00433,5,0.41,2.05,sniper_pair,0.855,0.0125,2025-02-24T10:34:07.973116
scroll_00434,6,0.42,2.52,fireteam,0.928,0.0146,2024-07-05T10:34:07.973126
scroll_00435,3,0.81,2.43,sniper_pair,0.836,0.0143,2024-09-18T10:34:07.973137
scroll_00436,4,0.59,2.36,sniper_pair,0.897,0.0133,2024-08-19T10:34:07.973154
scroll_00437,5,0.45,2.25,sniper_pair,0.889,0.0118,2025-05-04T10:34:07.973172
scroll_00438,3,0.88,2.64,fireteam,0.779,0.0151,2025-01-24T10:34:07.973183
scroll_00439,6,0.75,4.5,platoon,1.249,0.0192,2024-05-23T10:34:07.973194
scroll_00440,6,0.54,3.24,fireteam,0.915,0.0146,2024-08-21T10:34:07.973204
scroll_00441,5,0.75,3.75,squad,0.972,0.0146,2025-01-04T10:34:07.973215
scroll_00442,6,0.66,3.96,squad,1.014,0.0157,2024-12-01T10:34:07.973225
scroll_00443,4,0.98,3.92,squad,0.997,0.0161,2025-03-26T10:34:07.973235
scroll_00444,6,0.54,3.24,fireteam,0.826,0.0132,2024-07-10T10:34:07.973246
scroll_00445,4,0.62,2.48,sniper_pair,0.803,0.0115,2024-10-16T10:34:07.973256
scroll_00446,3,0.74,2.2199999999999998,sniper_pair,0.883,0.0109,2024-07-21T10:34:07.973267
scroll_00447,5,0.65,3.25,fireteam,0.913,0.0146,2025-02-16T10:34:07.973284
scroll_00448,2,0.59,1.18,sniper_pair,0.79,0.0113,2024-06-15T10:34:07.973301
scroll_00449,5,0.51,2.55,fireteam,0.838,0.0155,2024-12-24T10:34:07.973321
scroll_00450,4,0.64,2.56,fireteam,0.999,0.0164,2025-03-01T10:34:07.973332
scroll_00451,2,0.55,1.1,sniper_pair,0.737,0.0122,2025-04-28T10:34:07.973342
scroll_00452,4,0.88,3.52,squad,1.024,0.0179,2024-11-29T10:34:07.973353
scroll_00453,5,0.88,4.4,squad,0.991,0.0148,2024-07-04T10:34:07.973363
scroll_00454,4,0.43,1.72,sniper_pair,0.793,0.0145,2025-03-30T10:34:07.973373
scroll_00455,2,0.57,1.14,sniper_pair,0.754,0.0114,2024-12-21T10:34:07.973383
scroll_00456,2,0.43,0.86,sniper_pair,0.847,0.0107,2024-07-31T10:34:07.973393
scroll_00457,3,0.98,2.94,fireteam,0.907,0.0141,2024-06-08T10:34:07.973407
scroll_00458,5,0.85,4.25,squad,0.975,0.0163,2024-12-18T10:34:07.973418
scroll_00459,2,0.84,1.68,sniper_pair,0.854,0.0128,2024-10-02T10:34:07.973428
scroll_00460,5,0.51,2.55,fireteam,0.902,0.0152,2024-10-20T10:34:07.973439
scroll_00461,3,0.42,1.26,sniper_pair,0.765,0.0123,2024-06-10T10:34:07.973449
scroll_00462,4,0.65,2.6,fireteam,0.936,0.0138,2025-04-18T10:34:07.973460
scroll_00463,5,0.75,3.75,squad,0.972,0.0182,2024-11-27T10:34:07.973471
scroll_00464,2,0.56,1.12,sniper_pair,0.738,0.0118,2024-12-23T10:34:07.973481
scroll_00465,3,0.71,2.13,sniper_pair,0.832,0.0136,2024-05-19T10:34:07.973491
scroll_00466,6,0.85,5.1,platoon,1.287,0.0201,2024-11-19T10:34:07.973501
scroll_00467,5,0.74,3.7,squad,0.998,0.0169,2025-02-20T10:34:07.973512
scroll_00468,5,0.86,4.3,squad,0.989,0.0159,2024-07-08T10:34:07.973522
scroll_00469,5,0.65,3.25,fireteam,0.935,0.0146,2024-06-01T10:34:07.973532
scroll_00470,3,0.96,2.88,fireteam,0.796,0.0144,2025-01-11T10:34:07.973543
scroll_00471,6,0.46,2.7600000000000002,fireteam,0.908,0.0138,2024-10-29T10:34:07.973553
scroll_00472,2,0.61,1.22,sniper_pair,0.914,0.0133,2024-11-24T10:34:07.973563
scroll_00473,6,0.89,5.34,platoon,1.263,0.0166,2025-01-12T10:34:07.973574
scroll_00474,6,0.64,3.84,squad,1.036,0.0164,2024-09-13T10:34:07.973588
scroll_00475,4,0.62,2.48,sniper_pair,0.705,0.0114,2024-06-14T10:34:07.973605
scroll_00476,3,0.96,2.88,fireteam,0.876,0.0142,2025-03-14T10:34:07.973636
scroll_00477,5,0.95,4.75,platoon,1.231,0.0209,2024-11-06T10:34:07.973655
scroll_00478,2,0.65,1.3,sniper_pair,0.847,0.0107,2024-07-16T10:34:07.973665
scroll_00479,5,0.59,2.9499999999999997,fireteam,0.894,0.0139,2025-02-04T10:34:07.973676
scroll_00480,4,0.84,3.36,fireteam,0.872,0.013,2025-03-23T10:34:07.973686
scroll_00481,6,0.81,4.86,platoon,1.207,0.0198,2024-08-04T10:34:07.973696
scroll_00482,2,0.67,1.34,sniper_pair,0.784,0.0119,2025-03-17T10:34:07.973707
scroll_00483,3,0.7,2.0999999999999996,sniper_pair,0.766,0.0131,2024-06-19T10:34:07.973717
scroll_00484,4,0.94,3.76,squad,1.046,0.0166,2025-01-30T10:34:07.973727
scroll_00485,4,0.48,1.92,sniper_pair,0.768,0.0129,2024-06-10T10:34:07.973738
scroll_00486,6,0.5,3.0,fireteam,0.934,0.0141,2025-02-10T10:34:07.973749
scroll_00487,5,0.58,2.9,fireteam,0.947,0.014,2025-02-23T10:34:07.973759
scroll_00488,3,0.43,1.29,sniper_pair,0.8,0.012,2025-02-02T10:34:07.973775
scroll_00489,2,0.96,1.92,sniper_pair,0.742,0.0116,2024-06-07T10:34:07.973793
scroll_00490,2,0.9,1.8,sniper_pair,0.796,0.0109,2024-12-15T10:34:07.973811
scroll_00491,3,0.86,2.58,fireteam,0.937,0.0137,2025-01-27T10:34:07.973831
scroll_00492,4,0.92,3.68,squad,1.033,0.018,2024-08-13T10:34:07.973842
scroll_00493,4,0.51,2.04,sniper_pair,0.901,0.0114,2025-04-30T10:34:07.973854
scroll_00494,5,0.95,4.75,platoon,1.261,0.0186,2025-05-10T10:34:07.973864
scroll_00495,2,0.54,1.08,sniper_pair,0.828,0.0131,2024-12-12T10:34:07.973875
scroll_00496,4,0.76,3.04,fireteam,0.926,0.0137,2024-10-09T10:34:07.973885
scroll_00497,5,0.92,4.6000000000000005,platoon,1.156,0.0192,2024-09-11T10:34:07.973895
scroll_00498,6,0.98,5.88,company,1.497,0.0165,2024-05-25T10:34:07.973906
scroll_00499,4,0.65,2.6,fireteam,0.847,0.0144,2024-08-26T10:34:07.973916
scroll_00500,3,0.41,1.23,sniper_pair,0.799,0.0124,2024-07-27T10:34:07.973927
scroll_00501,4,0.68,2.72,fireteam,0.824,0.0152,2025-03-15T10:34:07.973937
scroll_00502,5,0.47,2.3499999999999996,sniper_pair,0.778,0.0122,2024-07-19T10:34:07.973948
scroll_00503,4,0.49,1.96,sniper_pair,0.714,0.0111,2024-05-24T10:34:07.973958
scroll_00504,2,0.54,1.08,sniper_pair,0.722,0.0125,2024-11-03T10:34:07.973968
scroll_00505,2,0.67,1.34,sniper_pair,0.854,0.0122,2025-04-21T10:34:07.973979
scroll_00506,3,0.61,1.83,sniper_pair,0.796,0.0104,2025-04-11T10:34:07.973989
scroll_00507,4,0.54,2.16,sniper_pair,0.753,0.0106,2025-03-05T10:34:07.974000
scroll_00508,4,0.42,1.68,sniper_pair,0.838,0.0107,2025-01-02T10:34:07.974010
scroll_00509,6,0.76,4.5600000000000005,platoon,1.262,0.0188,2025-02-21T10:34:07.974022
scroll_00510,4,0.59,2.36,sniper_pair,0.794,0.0115,2025-01-01T10:34:07.974033
scroll_00511,6,0.95,5.699999999999999,company,1.453,0.0204,2024-11-05T10:34:07.974044
scroll_00512,4,0.71,2.84,fireteam,0.914,0.0134,2024-06-11T10:34:07.974054
scroll_00513,5,0.48,2.4,sniper_pair,0.868,0.0111,2024-09-02T10:34:07.974065
scroll_00514,3,0.95,2.8499999999999996,fireteam,0.95,0.0152,2025-05-15T10:34:07.974075
scroll_00515,4,0.44,1.76,sniper_pair,0.84,0.0121,2025-04-08T10:34:07.974085
scroll_00516,2,0.42,0.84,sniper_pair,0.79,0.0121,2025-04-13T10:34:07.974095
scroll_00517,4,0.8,3.2,fireteam,0.855,0.0154,2024-10-08T10:34:07.974105
scroll_00518,3,0.6,1.7999999999999998,sniper_pair,0.828,0.0126,2025-04-02T10:34:07.974115
scroll_00519,4,0.58,2.32,sniper_pair,0.767,0.0118,2025-03-18T10:34:07.974125
scroll_00520,6,0.43,2.58,fireteam,0.854,0.0123,2025-03-09T10:34:07.974136
scroll_00521,6,0.98,5.88,company,1.603,0.0176,2024-09-30T10:34:07.974147
scroll_00522,3,0.4,1.2000000000000002,sniper_pair,0.901,0.0138,2024-09-12T10:34:07.974157
scroll_00523,2,0.84,1.68,sniper_pair,0.754,0.0109,2024-10-15T10:34:07.974167
scroll_00524,3,0.91,2.73,fireteam,0.977,0.0151,2024-12-05T10:34:07.974178
scroll_00525,2,0.74,1.48,sniper_pair,0.82,0.0125,2025-03-18T10:34:07.974189
scroll_00526,5,0.48,2.4,sniper_pair,0.836,0.0143,2024-12-16T10:34:07.974199
scroll_00527,3,0.9,2.7,fireteam,0.946,0.0125,2024-05-17T10:34:07.974210
scroll_00528,2,0.73,1.46,sniper_pair,0.787,0.0127,2024-08-28T10:34:07.974227
scroll_00529,2,0.69,1.38,sniper_pair,0.794,0.0118,2024-10-20T10:34:07.974244
scroll_00530,4,0.76,3.04,fireteam,0.899,0.0144,2024-12-06T10:34:07.974258
scroll_00531,5,0.78,3.9000000000000004,squad,0.995,0.0162,2025-04-03T10:34:07.974268
scroll_00532,4,0.51,2.04,sniper_pair,0.771,0.0125,2024-05-25T10:34:07.974279
scroll_00533,2,0.58,1.16,sniper_pair,0.838,0.0132,2024-05-16T10:34:07.974290
scroll_00534,4,0.78,3.12,fireteam,0.903,0.0147,2024-06-17T10:34:07.974301
scroll_00535,6,0.46,2.7600000000000002,fireteam,0.866,0.0133,2024-11-05T10:34:07.974311
scroll_00536,2,0.64,1.28,sniper_pair,0.885,0.0112,2024-07-15T10:34:07.974321
scroll_00537,2,0.66,1.32,sniper_pair,0.809,0.0103,2025-03-03T10:34:07.974332
scroll_00538,4,0.52,2.08,sniper_pair,0.809,0.0124,2024-09-12T10:34:07.974342
scroll_00539,5,0.51,2.55,fireteam,0.85,0.0144,2025-05-01T10:34:07.974355
scroll_00540,6,0.51,3.06,fireteam,0.852,0.0139,2024-07-01T10:34:07.974373
scroll_00541,5,0.98,4.9,platoon,1.159,0.0204,2024-10-01T10:34:07.974399
scroll_00542,3,0.68,2.04,sniper_pair,0.863,0.0114,2024-11-13T10:34:07.974410
scroll_00543,4,0.55,2.2,sniper_pair,0.852,0.0114,2024-09-10T10:34:07.974420
scroll_00544,3,0.88,2.64,fireteam,0.998,0.0135,2024-10-02T10:34:07.974430
scroll_00545,5,0.44,2.2,sniper_pair,0.808,0.0114,2024-09-14T10:34:07.974441
scroll_00546,3,0.58,1.7399999999999998,sniper_pair,0.819,0.011,2025-02-14T10:34:07.974451
scroll_00547,5,0.95,4.75,platoon,1.265,0.0171,2025-05-07T10:34:07.974462
scroll_00548,6,0.46,2.7600000000000002,fireteam,0.91,0.0123,2024-09-03T10:34:07.974472
scroll_00549,3,0.53,1.59,sniper_pair,0.852,0.0104,2024-09-01T10:34:07.974482
scroll_00550,2,0.85,1.7,sniper_pair,0.86,0.0107,2024-11-12T10:34:07.974492
scroll_00551,3,0.48,1.44,sniper_pair,0.778,0.0127,2024-08-26T10:34:07.974504
scroll_00552,3,0.92,2.7600000000000002,fireteam,0.841,0.0145,2024-07-20T10:34:07.974515
scroll_00553,2,0.85,1.7,sniper_pair,0.755,0.0129,2024-05-31T10:34:07.974526
scroll_00554,4,0.57,2.28,sniper_pair,0.838,0.0137,2024-12-01T10:34:07.974536
scroll_00555,4,0.45,1.8,sniper_pair,0.77,0.0112,2025-05-13T10:34:07.974547
scroll_00556,3,0.47,1.41,sniper_pair,0.721,0.0112,2025-04-17T10:34:07.974557
scroll_00557,2,0.93,1.86,sniper_pair,0.794,0.0104,2024-06-24T10:34:07.974568
scroll_00558,4,0.84,3.36,fireteam,0.821,0.0168,2024-11-20T10:34:07.974579
scroll_00559,5,0.53,2.6500000000000004,fireteam,0.858,0.0148,2024-11-13T10:34:07.974589
scroll_00560,4,0.99,3.96,squad,0.974,0.0166,2025-01-04T10:34:07.974599
scroll_00561,5,0.8,4.0,squad,0.925,0.0164,2024-09-13T10:34:07.974610
scroll_00562,2,0.69,1.38,sniper_pair,0.87,0.0121,2024-12-17T10:34:07.974620
scroll_00563,5,0.51,2.55,fireteam,0.849,0.0143,2024-07-14T10:34:07.974631
scroll_00564,4,0.76,3.04,fireteam,0.922,0.0132,2025-02-21T10:34:07.974641
scroll_00565,4,0.84,3.36,fireteam,0.943,0.0152,2024-05-25T10:34:07.974651
scroll_00566,2,0.58,1.16,sniper_pair,0.851,0.0128,2025-01-30T10:34:07.974661
scroll_00567,2,0.66,1.32,sniper_pair,0.728,0.01,2024-05-22T10:34:07.974675
scroll_00568,5,0.57,2.8499999999999996,fireteam,0.895,0.014,2024-06-06T10:34:07.974693
scroll_00569,6,0.55,3.3000000000000003,fireteam,0.851,0.0161,2024-09-07T10:34:07.974709
scroll_00570,2,0.85,1.7,sniper_pair,0.784,0.0124,2024-10-26T10:34:07.974720
scroll_00571,3,0.87,2.61,fireteam,0.982,0.0139,2024-10-25T10:34:07.974730
scroll_00572,2,0.48,0.96,sniper_pair,0.895,0.0118,2024-10-01T10:34:07.974744
scroll_00573,4,0.57,2.28,sniper_pair,0.656,0.0119,2024-05-28T10:34:07.974761
scroll_00574,2,0.68,1.36,sniper_pair,0.81,0.0126,2025-05-10T10:34:07.974780
scroll_00575,3,0.53,1.59,sniper_pair,0.784,0.0118,2025-03-26T10:34:07.974798
scroll_00576,5,0.83,4.1499999999999995,squad,1.016,0.0179,2024-11-29T10:34:07.974809
